BenefitRankingUIActivityLog,,,,,,
Plan Number,Element Path,Field,Row,Description,Updated By,Updated Date
H1045034000,Benefit Ranking,Benefit Acquisition Ranking,24481,Benefit Acquisition Ranking changed from 0 to 5,mcruse1,6/27/2022 14:14
H1045034000,Benefit Ranking,Benefit Acquisition Ranking,24480,Benefit Acquisition Ranking changed from 0 to 10,mcruse1,6/27/2022 14:14
H1045034000,Benefit Ranking,Benefit Acquisition Ranking,24477,Benefit Acquisition Ranking changed from 0 to 4,mcruse1,6/27/2022 14:14
H1045034000,Benefit Ranking,Benefit Acquisition Ranking,24475,Benefit Acquisition Ranking changed from 0 to 9,mcruse1,6/27/2022 14:14
H1045034000,Benefit Ranking,Benefit Acquisition Ranking,24473,Benefit Acquisition Ranking changed from 0 to 14,mcruse1,6/27/2022 14:14
H1045034000,Benefit Ranking,Benefit Acquisition Ranking,24472,Benefit Acquisition Ranking changed from 0 to 11,mcruse1,6/27/2022 14:14
H1045034000,Benefit Ranking,Benefit Acquisition Ranking,24471,Benefit Acquisition Ranking changed from 0 to 12,mcruse1,6/27/2022 14:14
H1045034000,Benefit Ranking,Benefit Acquisition Ranking,24468,Benefit Acquisition Ranking changed from 0 to 13,mcruse1,6/27/2022 14:14
H1045034000,Benefit Ranking,Benefit Acquisition Ranking,24467,Benefit Acquisition Ranking changed from 0 to 7,mcruse1,6/27/2022 14:14
H1045034000,Benefit Ranking,Benefit Acquisition Ranking,24465,Benefit Acquisition Ranking changed from 0 to 8,mcruse1,6/27/2022 14:14
H1045034000,Benefit Ranking,Benefit Acquisition Ranking,24464,Benefit Acquisition Ranking changed from 0 to 1,mcruse1,6/27/2022 14:14
H1045034000,Benefit Ranking,Benefit Acquisition Ranking,24463,Benefit Acquisition Ranking changed from 0 to 15,mcruse1,6/27/2022 14:14
H5253050000,Benefit Ranking,Benefit Acquisition Ranking,24110,Benefit Acquisition Ranking changed from 0 to 9,atinsle1,6/27/2022 14:10
H5253050000,Benefit Ranking,Benefit Acquisition Ranking,24109,Benefit Acquisition Ranking changed from 0 to 2,atinsle1,6/27/2022 14:10
H5253050000,Benefit Ranking,Benefit Acquisition Ranking,24107,Benefit Acquisition Ranking changed from 0 to 15,atinsle1,6/27/2022 14:10
H5253050000,Benefit Ranking,Benefit Acquisition Ranking,24106,Benefit Acquisition Ranking changed from 0 to 5,atinsle1,6/27/2022 14:10
H5253050000,Benefit Ranking,Benefit Acquisition Ranking,24105,Benefit Acquisition Ranking changed from 0 to 14,atinsle1,6/27/2022 14:10
H5253050000,Benefit Ranking,Benefit Acquisition Ranking,24104,Benefit Acquisition Ranking changed from 0 to 4,atinsle1,6/27/2022 14:10
H5253050000,Benefit Ranking,Benefit Acquisition Ranking,24102,Benefit Acquisition Ranking changed from 0 to 8,atinsle1,6/27/2022 14:10
H5253050000,Benefit Ranking,Benefit Acquisition Ranking,24101,Benefit Acquisition Ranking changed from 0 to 3,atinsle1,6/27/2022 14:10
H5253050000,Benefit Ranking,Benefit Acquisition Ranking,24099,Benefit Acquisition Ranking changed from 0 to 7,atinsle1,6/27/2022 14:10
H5253050000,Benefit Ranking,Benefit Acquisition Ranking,24096,Benefit Acquisition Ranking changed from 0 to 13,atinsle1,6/27/2022 14:10
H5253050000,Benefit Ranking,Benefit Acquisition Ranking,24095,Benefit Acquisition Ranking changed from 0 to 6,atinsle1,6/27/2022 14:10
H5253050000,Benefit Ranking,Benefit Acquisition Ranking,24091,Benefit Acquisition Ranking changed from 0 to 10,atinsle1,6/27/2022 14:10
H5253050000,Benefit Ranking,Benefit Acquisition Ranking,24089,Benefit Acquisition Ranking changed from 0 to 11,atinsle1,6/27/2022 14:10
H5253050000,Benefit Ranking,Benefit Acquisition Ranking,24088,Benefit Acquisition Ranking changed from 0 to 1,atinsle1,6/27/2022 14:10
H5253050000,Benefit Ranking,Benefit Acquisition Ranking,24087,Benefit Acquisition Ranking changed from 0 to 12,atinsle1,6/27/2022 14:10
H2802033000,Benefit Ranking,Benefit Acquisition Ranking,24462,Benefit Acquisition Ranking changed from 0 to 7,mmart364,6/27/2022 14:08
H2802033000,Benefit Ranking,Benefit Acquisition Ranking,24461,Benefit Acquisition Ranking changed from 0 to 2,mmart364,6/27/2022 14:08
H2802033000,Benefit Ranking,Benefit Acquisition Ranking,24459,Benefit Acquisition Ranking changed from 0 to 5,mmart364,6/27/2022 14:08
H2802033000,Benefit Ranking,Benefit Acquisition Ranking,24457,Benefit Acquisition Ranking changed from 0 to 12,mmart364,6/27/2022 14:08
H2802033000,Benefit Ranking,Benefit Acquisition Ranking,24455,Benefit Acquisition Ranking changed from 0 to 10,mmart364,6/27/2022 14:08
H2802033000,Benefit Ranking,Benefit Acquisition Ranking,24452,Benefit Acquisition Ranking changed from 0 to 3,mmart364,6/27/2022 14:08
H2802033000,Benefit Ranking,Benefit Acquisition Ranking,24450,Benefit Acquisition Ranking changed from 0 to 4,mmart364,6/27/2022 14:08
H2802033000,Benefit Ranking,Benefit Acquisition Ranking,24448,Benefit Acquisition Ranking changed from 0 to 15,mmart364,6/27/2022 14:08
H2802033000,Benefit Ranking,Benefit Acquisition Ranking,24447,Benefit Acquisition Ranking changed from 0 to 11,mmart364,6/27/2022 14:08
H2802033000,Benefit Ranking,Benefit Acquisition Ranking,24446,Benefit Acquisition Ranking changed from 0 to 13,mmart364,6/27/2022 14:08
H2802033000,Benefit Ranking,Benefit Acquisition Ranking,24445,Benefit Acquisition Ranking changed from 0 to 6,mmart364,6/27/2022 14:08
H2802033000,Benefit Ranking,Benefit Acquisition Ranking,24443,Benefit Acquisition Ranking changed from 0 to 14,mmart364,6/27/2022 14:08
H2802033000,Benefit Ranking,Benefit Acquisition Ranking,24442,Benefit Acquisition Ranking changed from 0 to 8,mmart364,6/27/2022 14:08
H2802033000,Benefit Ranking,Benefit Acquisition Ranking,24440,Benefit Acquisition Ranking changed from 0 to 9,mmart364,6/27/2022 14:08
H2802033000,Benefit Ranking,Benefit Acquisition Ranking,24439,Benefit Acquisition Ranking changed from 0 to 1,mmart364,6/27/2022 14:08
H1045033000,Benefit Ranking,Benefit Acquisition Ranking,24437,Benefit Acquisition Ranking changed from 0 to 4,mcruse1,6/27/2022 14:08
H1045033000,Benefit Ranking,Benefit Acquisition Ranking,24436,Benefit Acquisition Ranking changed from 0 to 2,mcruse1,6/27/2022 14:08
H1045033000,Benefit Ranking,Benefit Acquisition Ranking,24434,Benefit Acquisition Ranking changed from 0 to 1,mcruse1,6/27/2022 14:08
H1045033000,Benefit Ranking,Benefit Acquisition Ranking,24432,Benefit Acquisition Ranking changed from 0 to 3,mcruse1,6/27/2022 14:08
H1045033000,Benefit Ranking,Benefit Acquisition Ranking,24431,Benefit Acquisition Ranking changed from 0 to 10,mcruse1,6/27/2022 14:08
H1045033000,Benefit Ranking,Benefit Acquisition Ranking,24428,Benefit Acquisition Ranking changed from 0 to 7,mcruse1,6/27/2022 14:08
H1045033000,Benefit Ranking,Benefit Acquisition Ranking,24426,Benefit Acquisition Ranking changed from 0 to 5,mcruse1,6/27/2022 14:08
H1045033000,Benefit Ranking,Benefit Acquisition Ranking,24424,Benefit Acquisition Ranking changed from 0 to 14,mcruse1,6/27/2022 14:08
H1045033000,Benefit Ranking,Benefit Acquisition Ranking,24423,Benefit Acquisition Ranking changed from 0 to 11,mcruse1,6/27/2022 14:08
H1045033000,Benefit Ranking,Benefit Acquisition Ranking,24422,Benefit Acquisition Ranking changed from 0 to 12,mcruse1,6/27/2022 14:08
H1045033000,Benefit Ranking,Benefit Acquisition Ranking,24419,Benefit Acquisition Ranking changed from 0 to 13,mcruse1,6/27/2022 14:08
H1045033000,Benefit Ranking,Benefit Acquisition Ranking,24418,Benefit Acquisition Ranking changed from 0 to 8,mcruse1,6/27/2022 14:08
H1045033000,Benefit Ranking,Benefit Acquisition Ranking,24416,Benefit Acquisition Ranking changed from 0 to 9,mcruse1,6/27/2022 14:08
H1045033000,Benefit Ranking,Benefit Acquisition Ranking,24415,Benefit Acquisition Ranking changed from 0 to 6,mcruse1,6/27/2022 14:08
H1045033000,Benefit Ranking,Benefit Acquisition Ranking,24414,Benefit Acquisition Ranking changed from 0 to 15,mcruse1,6/27/2022 14:08
H1045031000,Benefit Ranking,Benefit Acquisition Ranking,24413,Benefit Acquisition Ranking changed from 0 to 4,mcruse1,6/27/2022 14:03
H1045031000,Benefit Ranking,Benefit Acquisition Ranking,24412,Benefit Acquisition Ranking changed from 0 to 12,mcruse1,6/27/2022 14:03
H1045031000,Benefit Ranking,Benefit Acquisition Ranking,24411,Benefit Acquisition Ranking changed from 0 to 2,mcruse1,6/27/2022 14:03
H1045031000,Benefit Ranking,Benefit Acquisition Ranking,24409,Benefit Acquisition Ranking changed from 0 to 1,mcruse1,6/27/2022 14:03
H1045031000,Benefit Ranking,Benefit Acquisition Ranking,24407,Benefit Acquisition Ranking changed from 0 to 13,mcruse1,6/27/2022 14:03
H1045031000,Benefit Ranking,Benefit Acquisition Ranking,24406,Benefit Acquisition Ranking changed from 0 to 3,mcruse1,6/27/2022 14:03
H1045031000,Benefit Ranking,Benefit Acquisition Ranking,24405,Benefit Acquisition Ranking changed from 0 to 10,mcruse1,6/27/2022 14:03
H1045031000,Benefit Ranking,Benefit Acquisition Ranking,24402,Benefit Acquisition Ranking changed from 0 to 7,mcruse1,6/27/2022 14:03
H1045031000,Benefit Ranking,Benefit Acquisition Ranking,24400,Benefit Acquisition Ranking changed from 0 to 5,mcruse1,6/27/2022 14:03
H1045031000,Benefit Ranking,Benefit Acquisition Ranking,24397,Benefit Acquisition Ranking changed from 0 to 11,mcruse1,6/27/2022 14:03
H1045031000,Benefit Ranking,Benefit Acquisition Ranking,24396,Benefit Acquisition Ranking changed from 0 to 14,mcruse1,6/27/2022 14:03
H1045031000,Benefit Ranking,Benefit Acquisition Ranking,24392,Benefit Acquisition Ranking changed from 0 to 15,mcruse1,6/27/2022 14:03
H1045031000,Benefit Ranking,Benefit Acquisition Ranking,24391,Benefit Acquisition Ranking changed from 0 to 8,mcruse1,6/27/2022 14:03
H1045031000,Benefit Ranking,Benefit Acquisition Ranking,24389,Benefit Acquisition Ranking changed from 0 to 9,mcruse1,6/27/2022 14:03
H1045031000,Benefit Ranking,Benefit Acquisition Ranking,24388,Benefit Acquisition Ranking changed from 0 to 6,mcruse1,6/27/2022 14:03
H2802032000,Benefit Ranking,Benefit Acquisition Ranking,24386,Benefit Acquisition Ranking changed from 0 to 7,mmart364,6/27/2022 14:02
H2802032000,Benefit Ranking,Benefit Acquisition Ranking,24385,Benefit Acquisition Ranking changed from 0 to 2,mmart364,6/27/2022 14:02
H2802032000,Benefit Ranking,Benefit Acquisition Ranking,24383,Benefit Acquisition Ranking changed from 0 to 5,mmart364,6/27/2022 14:02
H2802032000,Benefit Ranking,Benefit Acquisition Ranking,24381,Benefit Acquisition Ranking changed from 0 to 12,mmart364,6/27/2022 14:02
H2802032000,Benefit Ranking,Benefit Acquisition Ranking,24379,Benefit Acquisition Ranking changed from 0 to 10,mmart364,6/27/2022 14:02
H2802032000,Benefit Ranking,Benefit Acquisition Ranking,24376,Benefit Acquisition Ranking changed from 0 to 3,mmart364,6/27/2022 14:02
H2802032000,Benefit Ranking,Benefit Acquisition Ranking,24374,Benefit Acquisition Ranking changed from 0 to 4,mmart364,6/27/2022 14:02
H2802032000,Benefit Ranking,Benefit Acquisition Ranking,24372,Benefit Acquisition Ranking changed from 0 to 15,mmart364,6/27/2022 14:02
H2802032000,Benefit Ranking,Benefit Acquisition Ranking,24371,Benefit Acquisition Ranking changed from 0 to 11,mmart364,6/27/2022 14:02
H2802032000,Benefit Ranking,Benefit Acquisition Ranking,24370,Benefit Acquisition Ranking changed from 0 to 13,mmart364,6/27/2022 14:02
H2802032000,Benefit Ranking,Benefit Acquisition Ranking,24369,Benefit Acquisition Ranking changed from 0 to 6,mmart364,6/27/2022 14:02
H2802032000,Benefit Ranking,Benefit Acquisition Ranking,24367,Benefit Acquisition Ranking changed from 0 to 14,mmart364,6/27/2022 14:02
H2802032000,Benefit Ranking,Benefit Acquisition Ranking,24366,Benefit Acquisition Ranking changed from 0 to 8,mmart364,6/27/2022 14:02
H2802032000,Benefit Ranking,Benefit Acquisition Ranking,24364,Benefit Acquisition Ranking changed from 0 to 9,mmart364,6/27/2022 14:02
H2802032000,Benefit Ranking,Benefit Acquisition Ranking,24363,Benefit Acquisition Ranking changed from 0 to 1,mmart364,6/27/2022 14:02
H2577013000,Benefit Ranking,Benefit Acquisition Ranking,24172,Benefit Acquisition Ranking changed from 0 to 4,cander98,6/27/2022 14:00
H2577013000,Benefit Ranking,Benefit Acquisition Ranking,24171,Benefit Acquisition Ranking changed from 0 to 2,cander98,6/27/2022 14:00
H2577013000,Benefit Ranking,Benefit Acquisition Ranking,24169,Benefit Acquisition Ranking changed from 0 to 7,cander98,6/27/2022 14:00
H2577013000,Benefit Ranking,Benefit Acquisition Ranking,24167,Benefit Acquisition Ranking changed from 0 to 3,cander98,6/27/2022 14:00
H2577013000,Benefit Ranking,Benefit Acquisition Ranking,24166,Benefit Acquisition Ranking changed from 0 to 8,cander98,6/27/2022 14:00
H2577013000,Benefit Ranking,Benefit Acquisition Ranking,24164,Benefit Acquisition Ranking changed from 0 to 14,cander98,6/27/2022 14:00
H2577013000,Benefit Ranking,Benefit Acquisition Ranking,24161,Benefit Acquisition Ranking changed from 0 to 12,cander98,6/27/2022 14:00
H2577013000,Benefit Ranking,Benefit Acquisition Ranking,24160,Benefit Acquisition Ranking changed from 0 to 9,cander98,6/27/2022 14:00
H2577013000,Benefit Ranking,Benefit Acquisition Ranking,24159,Benefit Acquisition Ranking changed from 0 to 10,cander98,6/27/2022 14:00
H2577013000,Benefit Ranking,Benefit Acquisition Ranking,24157,Benefit Acquisition Ranking changed from 0 to 15,cander98,6/27/2022 14:00
H2577013000,Benefit Ranking,Benefit Acquisition Ranking,24156,Benefit Acquisition Ranking changed from 0 to 11,cander98,6/27/2022 14:00
H2577013000,Benefit Ranking,Benefit Acquisition Ranking,24155,Benefit Acquisition Ranking changed from 0 to 5,cander98,6/27/2022 14:00
H2577013000,Benefit Ranking,Benefit Acquisition Ranking,24153,Benefit Acquisition Ranking changed from 0 to 6,cander98,6/27/2022 14:00
H2577013000,Benefit Ranking,Benefit Acquisition Ranking,24152,Benefit Acquisition Ranking changed from 0 to 1,cander98,6/27/2022 14:00
H2577013000,Benefit Ranking,Benefit Acquisition Ranking,24151,Benefit Acquisition Ranking changed from 0 to 13,cander98,6/27/2022 14:00
H5253049000,Benefit Ranking,Benefit Acquisition Ranking,21144,Benefit Acquisition Ranking changed from 0 to 9,atinsle1,6/27/2022 13:59
H5253049000,Benefit Ranking,Benefit Acquisition Ranking,21143,Benefit Acquisition Ranking changed from 0 to 2,atinsle1,6/27/2022 13:59
H5253049000,Benefit Ranking,Benefit Acquisition Ranking,21141,Benefit Acquisition Ranking changed from 0 to 15,atinsle1,6/27/2022 13:59
H5253049000,Benefit Ranking,Benefit Acquisition Ranking,21140,Benefit Acquisition Ranking changed from 0 to 5,atinsle1,6/27/2022 13:59
H5253049000,Benefit Ranking,Benefit Acquisition Ranking,21139,Benefit Acquisition Ranking changed from 0 to 14,atinsle1,6/27/2022 13:59
H5253049000,Benefit Ranking,Benefit Acquisition Ranking,21138,Benefit Acquisition Ranking changed from 0 to 4,atinsle1,6/27/2022 13:59
H5253049000,Benefit Ranking,Benefit Acquisition Ranking,21136,Benefit Acquisition Ranking changed from 0 to 8,atinsle1,6/27/2022 13:59
H5253049000,Benefit Ranking,Benefit Acquisition Ranking,21135,Benefit Acquisition Ranking changed from 0 to 3,atinsle1,6/27/2022 13:59
H5253049000,Benefit Ranking,Benefit Acquisition Ranking,21133,Benefit Acquisition Ranking changed from 0 to 7,atinsle1,6/27/2022 13:59
H5253049000,Benefit Ranking,Benefit Acquisition Ranking,21130,Benefit Acquisition Ranking changed from 0 to 13,atinsle1,6/27/2022 13:59
H5253049000,Benefit Ranking,Benefit Acquisition Ranking,21129,Benefit Acquisition Ranking changed from 0 to 6,atinsle1,6/27/2022 13:59
H5253049000,Benefit Ranking,Benefit Acquisition Ranking,21125,Benefit Acquisition Ranking changed from 0 to 10,atinsle1,6/27/2022 13:59
H5253049000,Benefit Ranking,Benefit Acquisition Ranking,21123,Benefit Acquisition Ranking changed from 0 to 11,atinsle1,6/27/2022 13:59
H5253049000,Benefit Ranking,Benefit Acquisition Ranking,21122,Benefit Acquisition Ranking changed from 0 to 1,atinsle1,6/27/2022 13:59
H5253049000,Benefit Ranking,Benefit Acquisition Ranking,21121,Benefit Acquisition Ranking changed from 0 to 12,atinsle1,6/27/2022 13:59
H1045030000,Benefit Ranking,Benefit Acquisition Ranking,24361,Benefit Acquisition Ranking changed from 0 to 7,mcruse1,6/27/2022 13:58
H1045030000,Benefit Ranking,Benefit Acquisition Ranking,24360,Benefit Acquisition Ranking changed from 0 to 2,mcruse1,6/27/2022 13:58
H1045030000,Benefit Ranking,Benefit Acquisition Ranking,24358,Benefit Acquisition Ranking changed from 0 to 1,mcruse1,6/27/2022 13:58
H1045030000,Benefit Ranking,Benefit Acquisition Ranking,24356,Benefit Acquisition Ranking changed from 0 to 4,mcruse1,6/27/2022 13:58
H1045030000,Benefit Ranking,Benefit Acquisition Ranking,24355,Benefit Acquisition Ranking changed from 0 to 10,mcruse1,6/27/2022 13:58
H1045030000,Benefit Ranking,Benefit Acquisition Ranking,24352,Benefit Acquisition Ranking changed from 0 to 5,mcruse1,6/27/2022 13:58
H1045030000,Benefit Ranking,Benefit Acquisition Ranking,24350,Benefit Acquisition Ranking changed from 0 to 3,mcruse1,6/27/2022 13:58
H1045030000,Benefit Ranking,Benefit Acquisition Ranking,24348,Benefit Acquisition Ranking changed from 0 to 14,mcruse1,6/27/2022 13:58
H1045030000,Benefit Ranking,Benefit Acquisition Ranking,24347,Benefit Acquisition Ranking changed from 0 to 11,mcruse1,6/27/2022 13:58
H1045030000,Benefit Ranking,Benefit Acquisition Ranking,24346,Benefit Acquisition Ranking changed from 0 to 12,mcruse1,6/27/2022 13:58
H1045030000,Benefit Ranking,Benefit Acquisition Ranking,24343,Benefit Acquisition Ranking changed from 0 to 13,mcruse1,6/27/2022 13:58
H1045030000,Benefit Ranking,Benefit Acquisition Ranking,24342,Benefit Acquisition Ranking changed from 0 to 8,mcruse1,6/27/2022 13:58
H1045030000,Benefit Ranking,Benefit Acquisition Ranking,24340,Benefit Acquisition Ranking changed from 0 to 9,mcruse1,6/27/2022 13:58
H1045030000,Benefit Ranking,Benefit Acquisition Ranking,24339,Benefit Acquisition Ranking changed from 0 to 6,mcruse1,6/27/2022 13:58
H1045030000,Benefit Ranking,Benefit Acquisition Ranking,24338,Benefit Acquisition Ranking changed from 0 to 15,mcruse1,6/27/2022 13:58
H8768025000,Benefit Ranking,Benefit Acquisition Ranking,24337,Benefit Acquisition Ranking changed from 0 to 4,mmart364,6/27/2022 13:54
H8768025000,Benefit Ranking,Benefit Acquisition Ranking,24336,Benefit Acquisition Ranking changed from 0 to 2,mmart364,6/27/2022 13:54
H8768025000,Benefit Ranking,Benefit Acquisition Ranking,24334,Benefit Acquisition Ranking changed from 0 to 8,mmart364,6/27/2022 13:54
H8768025000,Benefit Ranking,Benefit Acquisition Ranking,24332,Benefit Acquisition Ranking changed from 0 to 10,mmart364,6/27/2022 13:54
H8768025000,Benefit Ranking,Benefit Acquisition Ranking,24331,Benefit Acquisition Ranking changed from 0 to 1,mmart364,6/27/2022 13:54
H8768025000,Benefit Ranking,Benefit Acquisition Ranking,24330,Benefit Acquisition Ranking changed from 0 to 14,mmart364,6/27/2022 13:54
H8768025000,Benefit Ranking,Benefit Acquisition Ranking,24329,Benefit Acquisition Ranking changed from 0 to 3,mmart364,6/27/2022 13:54
H8768025000,Benefit Ranking,Benefit Acquisition Ranking,24326,Benefit Acquisition Ranking changed from 0 to 13,mmart364,6/27/2022 13:54
